-10.00000000,-10.00000000,1.00000000
-10.00000000,-10.00000000,0.50000000
-10.00000000,-10.00000000,0.25000000
-10.00000000,-10.00000000,0.12500000
-10.00000000,-10.00000000,0.06250000
-10.00000000,-10.00000000,0.03125000
-10.00000000,-10.00000000,0.01562500
-10.00000000,-10.00000000,0.00781200
-10.00000000,-10.00000000,0.00390600
-10.00000000,-10.00000000,0.00195300
-10.00000000,-8.94736800,1.00000000
-10.00000000,-8.94736800,0.50000000
-10.00000000,-8.94736800,0.25000000
-10.00000000,-8.94736800,0.12500000
-10.00000000,-8.94736800,0.06250000
-10.00000000,-8.94736800,0.03125000
-10.00000000,-8.94736800,0.01562500
-10.00000000,-8.94736800,0.00781200
-10.00000000,-8.94736800,0.00390600
-10.00000000,-8.94736800,0.00195300
-10.00000000,-7.89473700,1.00000000
-10.00000000,-7.89473700,0.50000000
-10.00000000,-7.89473700,0.25000000
-10.00000000,-7.89473700,0.12500000
-10.00000000,-7.89473700,0.06250000
-10.00000000,-7.89473700,0.03125000
-10.00000000,-7.89473700,0.01562500
-10.00000000,-7.89473700,0.00781200
-10.00000000,-7.89473700,0.00390600
-10.00000000,-7.89473700,0.00195300
-10.00000000,-6.84210500,1.00000000
-10.00000000,-6.84210500,0.50000000
-10.00000000,-6.84210500,0.25000000
-10.00000000,-6.84210500,0.12500000
-10.00000000,-6.84210500,0.06250000
-10.00000000,-6.84210500,0.03125000
-10.00000000,-6.84210500,0.01562500
-10.00000000,-6.84210500,0.00781200
-10.00000000,-6.84210500,0.00390600
-10.00000000,-6.84210500,0.00195300
-10.00000000,-5.78947400,1.00000000
-10.00000000,-5.78947400,0.50000000
-10.00000000,-5.78947400,0.25000000
-10.00000000,-5.78947400,0.12500000
-10.00000000,-5.78947400,0.06250000
-10.00000000,-5.78947400,0.03125000
-10.00000000,-5.78947400,0.01562500
-10.00000000,-5.78947400,0.00781200
-10.00000000,-5.78947400,0.00390600
-10.00000000,-5.78947400,0.00195300
-10.00000000,-4.73684200,1.00000000
-10.00000000,-4.73684200,0.50000000
-10.00000000,-4.73684200,0.25000000
-10.00000000,-4.73684200,0.12500000
-10.00000000,-4.73684200,0.06250000
-10.00000000,-4.73684200,0.03125000
-10.00000000,-4.73684200,0.01562500
-10.00000000,-4.73684200,0.00781200
-10.00000000,-4.73684200,0.00390600
-10.00000000,-4.73684200,0.00195300
-10.00000000,-3.68421100,1.00000000
-10.00000000,-3.68421100,0.50000000
-10.00000000,-3.68421100,0.25000000
-10.00000000,-3.68421100,0.12500000
-10.00000000,-3.68421100,0.06250000
-10.00000000,-3.68421100,0.03125000
-10.00000000,-3.68421100,0.01562500
-10.00000000,-3.68421100,0.00781200
-10.00000000,-3.68421100,0.00390600
-10.00000000,-3.68421100,0.00195300
-10.00000000,-2.63157900,1.00000000
-10.00000000,-2.63157900,0.50000000
-10.00000000,-2.63157900,0.25000000
-10.00000000,-2.63157900,0.12500000
-10.00000000,-2.63157900,0.06250000
-10.00000000,-2.63157900,0.03125000
-10.00000000,-2.63157900,0.01562500
-10.00000000,-2.63157900,0.00781200
-10.00000000,-2.63157900,0.00390600
-10.00000000,-2.63157900,0.00195300
-10.00000000,-1.57894700,1.00000000
-10.00000000,-1.57894700,0.50000000
-10.00000000,-1.57894700,0.25000000
-10.00000000,-1.57894700,0.12500000
-10.00000000,-1.57894700,0.06250000
-10.00000000,-1.57894700,0.03125000
-10.00000000,-1.57894700,0.01562500
-10.00000000,-1.57894700,0.00781200
-10.00000000,-1.57894700,0.00390600
-10.00000000,-1.57894700,0.00195300
-10.00000000,-0.52631600,1.00000000
-10.00000000,-0.52631600,0.50000000
-10.00000000,-0.52631600,0.25000000
-10.00000000,-0.52631600,0.12500000
-10.00000000,-0.52631600,0.06250000
-10.00000000,-0.52631600,0.03125000
-10.00000000,-0.52631600,0.01562500
-10.00000000,-0.52631600,0.00781200
-10.00000000,-0.52631600,0.00390600
-10.00000000,-0.52631600,0.00195300
-10.00000000,0.52631600,1.00000000
-10.00000000,0.52631600,0.50000000
-10.00000000,0.52631600,0.25000000
